UF,Sexo,Idade,Anos de Estudo,Renda
Rondônia,Feminino,50,14,1800
Rondônia,Masculino,47,9,1500
Rondônia,Feminino,36,12,1000
Rondônia,Masculino,49,10,1000
Rondônia,Feminino,44,10,800
Rondônia,Masculino,35,4,1000
Rondônia,Masculino,60,1,1400
Rondônia,Feminino,29,15,1300
Rondônia,Masculino,26,9,1145
Rondônia,Masculino,24,12,1200
Rondônia,Masculino,28,12,1100
Rondônia,Masculino,24,12,2500
Rondônia,Masculino,35,12,788
Rondônia,Masculino,67,1,1500
Rondônia,Masculino,61,4,1800
Rondônia,Feminino,34,16,900
Rondônia,Masculino,41,1,3000
Rondônia,Masculino,52,9,1700
Rondônia,Masculino,31,1,1000
Rondônia,Masculino,66,2,789
Rondônia,Masculino,28,12,1000
Rondônia,Masculino,57,5,1500
Rondônia,Feminino,40,7,830
Rondônia,Feminino,38,16,1200
Rondônia,Feminino,38,6,788
Rondônia,Masculino,37,9,788
Rondônia,Feminino,33,10,200
Rondônia,Masculino,58,8,1600
Rondônia,Masculino,41,5,800
Rondônia,Masculino,44,9,1500
Rondônia,Feminino,39,9,100
Rondônia,Masculino,40,8,600
Rondônia,Masculino,38,12,2400
Rondônia,Feminino,36,12,788
Rondônia,Feminino,54,5,788
Rondônia,Masculino,61,5,1000
Rondônia,Masculino,37,16,4300
Rondônia,Masculino,57,5,150
Rondônia,Feminino,59,2,250
Rondônia,Feminino,27,1,600
Rondônia,Masculino,34,12,1000
Rondônia,Masculino,59,12,0
Rondônia,Masculino,51,9,2600
Rondônia,Masculino,55,11,2500
Rondônia,Feminino,32,16,3000
Rondônia,Masculino,28,16,1200
Rondônia,Feminino,46,6,830
Rondônia,Masculino,53,4,1500
Rondônia,Masculino,36,12,1500
Rondônia,Masculino,47,5,1200
Rondônia,Masculino,44,1,1300
Rondônia,Feminino,28,16,1300
Rondônia,Masculino,52,1,1500
Rondônia,Masculino,30,12,2300
Rondônia,Masculino,45,11,1100
Rondônia,Masculino,27,7,850
Rondônia,Masculino,37,1,500
Rondônia,Masculino,27,12,1500
Rondônia,Feminino,58,16,7900
Rondônia,Masculino,51,16,22000
Rondônia,Masculino,50,12,1000
Rondônia,Masculino,46,12,2000
Rondônia,Masculino,33,10,2200
Rondônia,Feminino,47,16,1800
Rondônia,Masculino,39,10,2500
Rondônia,Feminino,36,8,1000
Rondônia,Masculino,55,12,2300
Rondônia,Feminino,39,13,1200
Rondônia,Masculino,50,3,1100
Rondônia,Feminino,47,9,1000
Rondônia,Masculino,44,12,1600
Rondônia,Feminino,47,16,6000
Rondônia,Masculino,54,4,2600
Rondônia,Masculino,26,12,1400
Rondônia,Feminino,35,13,1720
Rondônia,Feminino,43,12,1000
Rondônia,Masculino,35,16,10000
Rondônia,Feminino,54,2,844
Rondônia,Masculino,63,1,600
Rondônia,Masculino,42,16,1400
Rondônia,Feminino,53,12,2500
Rondônia,Feminino,27,16,700
Rondônia,Masculino,46,16,3000
Rondônia,Masculino,49,12,2800
Rondônia,Masculino,62,1,1550
Rondônia,Feminino,29,15,1500
Rondônia,Feminino,29,8,950
Rondônia,Masculino,49,12,5000
Rondônia,Feminino,32,16,2500
Rondônia,Masculino,35,11,1680
Rondônia,Masculino,23,16,1050
Rondônia,Masculino,42,6,2500
Rondônia,Masculino,56,16,2800
Rondônia,Feminino,24,16,2500
Rondônia,Masculino,36,7,2000
Rondônia,Masculino,36,12,2000
Rondônia,Masculino,46,12,3800
Rondônia,Feminino,45,11,1800
Rondônia,Masculino,55,4,1000
Rondônia,Masculino,29,16,6000
Rondônia,Masculino,53,5,788
Rondônia,Feminino,44,12,872
Rondônia,Masculino,59,5,3000
Rondônia,Feminino,46,16,1000
Rondônia,Masculino,35,9,788
Rondônia,Masculino,33,8,1000
Rondônia,Masculino,41,5,2200
Rondônia,Masculino,31,9,1100
Rondônia,Feminino,34,16,9000
Rondônia,Feminino,53,10,400
Rondônia,Masculino,48,12,10000
Rondônia,Masculino,37,16,1500
Rondônia,Masculino,36,5,3000
Rondônia,Masculino,45,5,2000
Rondônia,Masculino,48,12,2000
Rondônia,Masculino,48,5,2000
Rondônia,Masculino,33,1,600
Rondônia,Masculino,64,6,1800
Rondônia,Feminino,49,13,500
Rondônia,Masculino,38,6,1300
Rondônia,Masculino,30,9,1100
Rondônia,Feminino,30,14,3000
Rondônia,Masculino,35,9,1300
Rondônia,Masculino,44,16,788
Rondônia,Masculino,20,11,1000
Rondônia,Masculino,41,13,3000
Rondônia,Masculino,54,3,850
Rondônia,Masculino,58,1,600
Rondônia,Masculino,54,1,400
Rondônia,Masculino,30,12,520
Rondônia,Masculino,54,4,788
Rondônia,Masculino,46,16,1300
Rondônia,Masculino,28,8,788
Rondônia,Masculino,36,7,750
Rondônia,Masculino,35,6,500
Rondônia,Masculino,48,2,600
Rondônia,Masculino,32,4,400
Rondônia,Masculino,40,5,1500
Rondônia,Masculino,28,6,1200
Rondônia,Masculino,40,9,1100
Rondônia,Masculino,51,5,0
Rondônia,Masculino,64,6,104
Rondônia,Masculino,55,1,1125
Rondônia,Feminino,33,5,0
Rondônia,Masculino,39,1,1000
Rondônia,Feminino,53,3,0
Rondônia,Feminino,26,16,2300
Rondônia,Masculino,38,7,1200
Rondônia,Masculino,30,12,2700
Rondônia,Feminino,20,5,600
Rondônia,Masculino,50,1,1500
Rondônia,Masculino,25,11,1075
Rondônia,Masculino,27,3,700
Rondônia,Masculino,15,6,400
Rondônia,Masculino,30,8,1000
Rondônia,Masculino,31,6,500
Rondônia,Masculino,26,6,700
Rondônia,Masculino,28,12,1500
Rondônia,Masculino,27,6,1200
Rondônia,Masculino,28,9,1180
Rondônia,Masculino,29,6,1500
Rondônia,Masculino,61,1,0
Rondônia,Masculino,52,1,788
Rondônia,Masculino,28,16,3000
Rondônia,Masculino,46,12,1275
Acre,Masculino,33,12,2000
Acre,Masculino,50,4,970
Acre,Masculino,64,3,0
Acre,Masculino,63,1,2000
Acre,Feminino,42,12,2500
Acre,Masculino,30,14,4000
Acre,Masculino,58,1,700
Acre,Masculino,37,9,1200
Acre,Masculino,38,7,900
Acre,Masculino,22,12,700
Acre,Masculino,51,5,1600
Acre,Feminino,50,1,200
Acre,Masculino,26,7,800
Acre,Masculino,44,12,800
Acre,Feminino,38,12,340
Acre,Masculino,22,11,500
Acre,Masculino,31,16,600
Acre,Feminino,41,9,788
Acre,Masculino,35,16,3600
Acre,Masculino,46,1,724
Acre,Masculino,45,8,2800
Acre,Feminino,40,16,800
Acre,Masculino,37,16,800
Acre,Masculino,32,13,3200
Acre,Feminino,70,1,600
Acre,Feminino,31,12,800
Acre,Masculino,32,5,600
Acre,Feminino,31,12,1200
Acre,Masculino,44,11,788
Acre,Masculino,59,16,2500
Acre,Masculino,29,13,3500
Acre,Masculino,21,12,1035
Acre,Masculino,29,9,700
Acre,Masculino,33,12,2500
Acre,Masculino,49,5,788
Acre,Masculino,42,12,1000
Acre,Masculino,42,2,750
Acre,Feminino,47,13,788
Acre,Feminino,35,5,500
Acre,Masculino,57,5,1600
Acre,Feminino,46,12,1500
Acre,Masculino,30,9,2000
Acre,Masculino,31,12,1200
Acre,Masculino,30,4,788
Acre,Masculino,43,12,1100
Acre,Feminino,38,12,1300
Acre,Masculino,49,2,1200
Acre,Masculino,30,9,1500
Acre,Masculino,62,5,1800
Acre,Masculino,42,1,830
Acre,Masculino,22,1,1300
Acre,Masculino,55,8,788
Acre,Feminino,46,12,900
Acre,Feminino,64,1,0
Acre,Feminino,53,12,788
Acre,Feminino,36,9,200
Acre,Masculino,41,14,1700
Acre,Feminino,62,1,100
Acre,Feminino,30,15,788
Acre,Masculino,38,7,1300
Acre,Masculino,45,9,900
Acre,Feminino,44,1,1000
Acre,Masculino,26,11,700
Acre,Masculino,39,11,788
Acre,Masculino,46,11,1000
Acre,Masculino,64,5,700
Acre,Feminino,39,12,788
Acre,Feminino,36,1,500
Acre,Masculino,43,1,300
Acre,Masculino,33,5,788
Acre,Feminino,25,9,700
Acre,Masculino,30,16,3000
Acre,Feminino,31,6,100
Acre,Masculino,42,5,1500
Acre,Feminino,49,12,700
Acre,Masculino,46,4,300
Acre,Masculino,61,1,200
Acre,Masculino,60,1,0
Acre,Masculino,38,1,700
Acre,Masculino,45,1,200
Acre,Masculino,46,1,600
Acre,Masculino,46,16,15000
Acre,Masculino,33,8,300
Acre,Feminino,40,12,788
Acre,Masculino,46,10,300
Acre,Feminino,48,1,0
Acre,Masculino,33,10,1100
Acre,Masculino,56,1,0
Acre,Feminino,56,5,300
Acre,Masculino,41,9,500
Acre,Feminino,46,16,700
Acre,Masculino,32,1,1500
Amazonas,Masculino,50,1,788
Amazonas,Masculino,42,12,1000
Amazonas,Masculino,32,12,400
Amazonas,Feminino,34,16,1875
Amazonas,Feminino,55,5,200
Amazonas,Feminino,35,3,788
Amazonas,Masculino,18,6,600
Amazonas,Feminino,35,3,0
Amazonas,Feminino,49,3,300
Amazonas,Feminino,34,16,1400
Amazonas,Feminino,33,16,1200
Amazonas,Masculino,55,5,300
Amazonas,Feminino,38,10,900
Amazonas,Masculino,32,5,400
Amazonas,Masculino,43,6,500
Amazonas,Feminino,29,12,400
Amazonas,Feminino,50,9,788
Amazonas,Masculino,60,9,1200
Amazonas,Masculino,54,1,300
Amazonas,Masculino,48,4,1400
Amazonas,Masculino,50,1,300
Amazonas,Masculino,36,1,350
Amazonas,Masculino,37,4,1500
Amazonas,Feminino,34,9,788
Amazonas,Masculino,41,13,900
Amazonas,Masculino,58,5,6000
Amazonas,Masculino,35,1,788
Amazonas,Masculino,18,9,1000
Amazonas,Feminino,27,11,500
Amazonas,Feminino,51,6,788
Amazonas,Feminino,45,12,2300
Amazonas,Masculino,42,12,788
Amazonas,Masculino,54,1,300
Amazonas,Masculino,34,10,500
Amazonas,Feminino,57,12,788
Amazonas,Masculino,40,1,3000
Amazonas,Masculino,52,9,400
Amazonas,Feminino,56,5,788
Amazonas,Masculino,60,2,1500
Amazonas,Feminino,51,16,5000
Amazonas,Masculino,44,12,5000
Amazonas,Feminino,26,16,3000
Amazonas,Masculino,64,5,788
Amazonas,Masculino,37,12,1700
Amazonas,Feminino,38,12,980
Amazonas,Masculino,46,14,600
Amazonas,Feminino,25,12,500
Amazonas,Masculino,38,15,3500
Amazonas,Masculino,33,13,1500
Amazonas,Masculino,45,12,3000
Amazonas,Masculino,45,16,2000
Amazonas,Masculino,57,12,1500
Amazonas,Masculino,37,12,1500
Amazonas,Feminino,52,6,600
Amazonas,Feminino,28,13,1900
Amazonas,Feminino,53,5,1000
Amazonas,Masculino,19,6,600
Amazonas,Masculino,70,1,300
Amazonas,Feminino,37,12,2000
Amazonas,Masculino,50,16,1050
Amazonas,Masculino,37,6,1500
Amazonas,Masculino,27,16,4000
Amazonas,Masculino,46,12,5000
Amazonas,Masculino,49,16,14000
Amazonas,Masculino,44,16,5000
Amazonas,Masculino,54,16,3000
Amazonas,Masculino,50,12,3000
Amazonas,Masculino,40,16,7000
Amazonas,Feminino,77,7,3000
Amazonas,Masculino,48,12,2000
Amazonas,Masculino,37,12,1500
Amazonas,Masculino,28,15,2200
Amazonas,Masculino,30,12,1400
Amazonas,Masculino,52,5,400
Amazonas,Feminino,47,12,250
Amazonas,Masculino,45,15,7000
Amazonas,Masculino,33,9,1000
Amazonas,Feminino,41,12,0
Amazonas,Masculino,47,4,1000
Amazonas,Feminino,47,6,820
Amazonas,Masculino,34,14,3500
Amazonas,Masculino,51,12,4000
Amazonas,Masculino,47,8,1200
Amazonas,Masculino,39,12,2200
Amazonas,Masculino,23,14,1508
Amazonas,Feminino,29,6,300
Amazonas,Masculino,28,12,1000
Amazonas,Feminino,35,12,400
Amazonas,Masculino,33,7,1200
Amazonas,Masculino,46,6,3000
Amazonas,Masculino,47,2,850
Amazonas,Masculino,54,12,984
Amazonas,Masculino,46,9,976
Amazonas,Masculino,28,12,1400
Amazonas,Masculino,27,7,1000
Amazonas,Masculino,22,12,1000
Amazonas,Masculino,57,9,1600
Amazonas,Feminino,53,1,600
Amazonas,Masculino,33,12,2100
Amazonas,Masculino,61,5,500
Amazonas,Masculino,19,1,900
Amazonas,Masculino,54,12,500
Amazonas,Masculino,46,9,3300
Amazonas,Feminino,22,16,788
Amazonas,Masculino,45,1,788
Amazonas,Feminino,40,5,850
Amazonas,Masculino,38,12,788
Amazonas,Masculino,45,16,1100
Amazonas,Masculino,70,5,0
Amazonas,Feminino,38,8,600
Amazonas,Masculino,60,1,300
Amazonas,Feminino,50,16,15000
Amazonas,Masculino,32,8,360
Amazonas,Feminino,44,15,1250
Amazonas,Masculino,49,4,788
Amazonas,Masculino,32,1,400
Amazonas,Masculino,55,1,788
Amazonas,Masculino,45,4,500
Amazonas,Masculino,51,6,500
Amazonas,Feminino,51,12,500
Amazonas,Masculino,67,1,1500
Amazonas,Masculino,48,1,500
Amazonas,Feminino,52,12,2000
Roraima,Masculino,40,12,2000
Roraima,Masculino,22,14,900
Roraima,Masculino,34,12,700
Roraima,Feminino,48,16,4500
Roraima,Masculino,54,13,6121
Roraima,Masculino,68,2,600
Roraima,Feminino,42,16,18000
Roraima,Masculino,39,9,1500
Roraima,Feminino,59,12,3500
Roraima,Masculino,41,16,2500
Roraima,Feminino,55,3,700
Roraima,Masculino,38,9,800
Roraima,Feminino,30,15,788
Roraima,Masculino,49,12,1200
Roraima,Masculino,40,1,1500
Roraima,Masculino,46,12,1500
Roraima,Masculino,41,1,788
Roraima,Masculino,27,8,992
Roraima,Masculino,36,16,1500
Roraima,Feminino,32,12,788
Roraima,Masculino,32,8,600
Roraima,Feminino,61,12,500
Roraima,Masculino,40,9,5000
Roraima,Masculino,72,6,788
Roraima,Masculino,51,4,788
Roraima,Masculino,37,12,1200
Roraima,Masculino,45,1,1500
Roraima,Masculino,54,5,2500
Roraima,Feminino,43,5,788
Roraima,Feminino,39,5,788
Roraima,Feminino,39,9,788
Roraima,Masculino,59,5,600
Roraima,Feminino,50,15,1200
Roraima,Feminino,57,6,788
Roraima,Feminino,51,12,1200
Roraima,Feminino,37,9,788
Roraima,Masculino,36,16,3000
Roraima,Feminino,37,14,788
Roraima,Masculino,43,11,3000
Roraima,Masculino,58,4,1000
Roraima,Masculino,36,4,788
Roraima,Masculino,27,12,720
Roraima,Masculino,25,7,788
Roraima,Masculino,57,1,1000
Roraima,Masculino,54,1,250
Roraima,Masculino,49,1,500
Roraima,Feminino,40,6,350
Roraima,Feminino,44,16,1500
Roraima,Feminino,23,15,828
Roraima,Feminino,36,13,1320
Roraima,Masculino,62,4,0
Roraima,Masculino,51,1,0
Roraima,Feminino,30,7,0
Roraima,Masculino,53,12,1800
Roraima,Feminino,33,16,1218
Roraima,Feminino,54,1,200
Roraima,Masculino,50,1,788
Roraima,Masculino,49,7,1500
Roraima,Masculino,33,12,800
Roraima,Feminino,49,9,741
Roraima,Masculino,20,11,70
Pará,Masculino,50,2,400
Pará,Feminino,37,4,300
Pará,Masculino,39,9,1200
Pará,Masculino,37,4,750
Pará,Masculino,39,12,900
Pará,Feminino,49,4,350
Pará,Masculino,47,12,4000
Pará,Masculino,39,12,780
Pará,Masculino,33,9,1750
Pará,Masculino,43,3,0
Pará,Feminino,57,3,0
Pará,Masculino,50,9,2300
Pará,Masculino,41,1,780
Pará,Masculino,40,4,0
Pará,Masculino,37,5,1500
Pará,Masculino,50,12,750
Pará,Masculino,32,12,3700
Pará,Masculino,34,12,2000
Pará,Masculino,39,5,1500
Pará,Feminino,49,12,788
Pará,Masculino,70,11,2600
Pará,Feminino,56,9,900
Pará,Masculino,35,6,1000
Pará,Feminino,45,12,788
Pará,Masculino,30,12,1500
Pará,Masculino,37,16,2100
Pará,Feminino,37,12,5000
Pará,Feminino,53,6,6000
Pará,Masculino,37,1,2000
Pará,Masculino,44,12,1500
Pará,Masculino,37,1,10000
Pará,Feminino,49,12,300
Pará,Feminino,62,5,400
Pará,Masculino,24,12,900
Pará,Masculino,29,10,788
Pará,Masculino,22,6,800
Pará,Masculino,34,12,2000
Pará,Masculino,54,16,9000
Pará,Masculino,31,16,5700
Pará,Masculino,42,13,1350
Pará,Feminino,51,16,4000
Pará,Masculino,45,14,2500
Pará,Feminino,33,12,950
Pará,Masculino,51,12,1200
Pará,Feminino,35,12,700
Pará,Feminino,57,12,5000
Pará,Masculino,37,12,800
Pará,Masculino,28,9,700
Pará,Masculino,30,12,1240
Pará,Feminino,42,9,700
Pará,Feminino,37,15,1300
Pará,Masculino,55,4,800
Pará,Masculino,31,12,1200
Pará,Masculino,45,1,788
Pará,Masculino,40,6,1500
Pará,Masculino,37,7,700
Pará,Masculino,44,8,788
Pará,Masculino,26,12,1000
Pará,Feminino,40,8,800
Pará,Masculino,27,12,830
Pará,Feminino,44,12,1200
Pará,Masculino,35,12,900
Pará,Feminino,56,9,500
Pará,Masculino,60,11,3000
Pará,Masculino,43,6,700
Pará,Masculino,52,5,1000
Pará,Feminino,69,1,130
Pará,Feminino,50,6,788
Pará,Feminino,32,10,1600
Pará,Masculino,30,3,600
Pará,Masculino,46,5,400
Pará,Feminino,36,6,1000
Pará,Feminino,38,12,300
Pará,Masculino,56,2,700
Pará,Masculino,43,9,900
Pará,Masculino,49,16,3500
Pará,Feminino,35,16,551
Pará,Feminino,32,16,500
Pará,Masculino,60,1,1110
Pará,Masculino,40,11,750
Pará,Feminino,39,9,800
Pará,Masculino,49,15,788
Pará,Masculino,48,16,2500
Pará,Feminino,48,13,1800
Pará,Feminino,29,12,1200
Pará,Masculino,32,11,788
Pará,Feminino,61,8,1100
Pará,Masculino,36,9,788
Pará,Feminino,42,6,600
Pará,Feminino,51,1,200
Pará,Feminino,46,12,1000
Pará,Masculino,38,12,900
Pará,Masculino,31,12,1034
Pará,Masculino,60,9,1500
Pará,Masculino,38,9,788
Pará,Feminino,43,11,2400
Pará,Feminino,21,10,788
Pará,Feminino,59,12,1300
Pará,Masculino,32,12,1700
Pará,Masculino,43,7,300
Pará,Masculino,36,7,300
Pará,Masculino,59,4,300
Pará,Masculino,50,12,3000
Pará,Masculino,41,9,350
Pará,Feminino,52,12,600
Pará,Masculino,52,4,1200
Pará,Masculino,36,9,850
Pará,Masculino,39,7,580
Pará,Masculino,25,12,2500
Pará,Masculino,43,6,1200
Pará,Masculino,63,16,3000
Pará,Masculino,43,16,4500
Pará,Masculino,40,6,650
Pará,Masculino,40,12,2000
Pará,Feminino,38,15,4300
Pará,Masculino,43,16,7155
Pará,Feminino,31,16,3400
Pará,Masculino,20,9,1000
Pará,Masculino,57,12,3000
Pará,Feminino,41,12,2000
Pará,Masculino,37,12,788
Pará,Masculino,56,12,3000
Pará,Masculino,26,7,1100
Pará,Feminino,50,5,400
Pará,Masculino,35,12,788
Pará,Feminino,45,7,1000
Pará,Masculino,42,6,788
Pará,Masculino,34,16,500
Pará,Feminino,48,5,1200
Pará,Feminino,51,12,789
Pará,Masculino,50,5,800
Pará,Masculino,56,12,788
Pará,Masculino,40,6,900
Pará,Masculino,47,12,1000
Pará,Feminino,62,4,1000
Pará,Masculino,23,11,400
Pará,Feminino,56,3,788
Pará,Masculino,61,6,850
Pará,Feminino,61,12,900
Pará,Masculino,30,12,1500
Pará,Masculino,58,15,1400
Pará,Masculino,34,12,2000
Pará,Masculino,61,12,1091
Pará,Feminino,39,12,788
Pará,Masculino,37,16,788
Pará,Feminino,54,16,4300
Pará,Feminino,25,12,2500
Pará,Feminino,44,12,400
Pará,Masculino,51,3,788
Pará,Masculino,32,3,1000
Pará,Masculino,63,2,1000
Pará,Masculino,68,1,1000
Pará,Masculino,51,12,1300
Pará,Feminino,49,12,2600
Pará,Feminino,28,12,788
Pará,Feminino,45,12,1576
Pará,Feminino,45,3,550
Pará,Masculino,64,4,5000
Pará,Masculino,29,12,788
Pará,Masculino,45,5,788
Pará,Feminino,40,12,950
Pará,Masculino,67,1,150
Pará,Masculino,52,4,200
Pará,Masculino,33,8,700
Pará,Masculino,63,3,788
Pará,Feminino,35,11,700
Pará,Masculino,55,7,1200
Pará,Feminino,49,12,900
Pará,Masculino,58,9,400
Pará,Masculino,50,9,788
Pará,Feminino,48,12,1500
Pará,Feminino,52,16,0
Pará,Feminino,48,9,1200
Pará,Masculino,52,6,1300
Pará,Feminino,42,12,1500
Pará,Masculino,37,12,3000
Pará,Masculino,43,6,1200
Pará,Feminino,46,6,600
Pará,Feminino,16,6,500
Pará,Masculino,52,5,600
Pará,Feminino,56,16,3000
Pará,Masculino,45,12,2500
Pará,Masculino,41,12,2500
Pará,Masculino,47,6,788
Pará,Masculino,33,12,788
Pará,Masculino,33,12,1200
Pará,Masculino,39,9,800
Pará,Feminino,31,12,1700
Pará,Masculino,71,4,120
Pará,Masculino,34,12,650
Pará,Masculino,42,6,650
Pará,Masculino,49,7,1000
Pará,Feminino,55,9,788
Pará,Masculino,43,12,2600
Pará,Masculino,39,12,900
Pará,Masculino,47,9,788
Pará,Masculino,59,9,300
Pará,Feminino,40,12,600
Pará,Masculino,44,16,2700
Pará,Feminino,40,12,700
Pará,Feminino,38,12,900
Pará,Masculino,47,12,800
Pará,Masculino,29,16,2400
Pará,Masculino,40,12,2000
Pará,Masculino,41,12,1576
Pará,Masculino,65,1,900
Pará,Feminino,28,12,1200
Pará,Feminino,42,16,3500
Pará,Feminino,28,12,1576
Pará,Masculino,26,12,950
Pará,Masculino,51,12,950
Pará,Feminino,60,6,900
Pará,Masculino,37,8,950
Pará,Masculino,32,12,950
Pará,Feminino,31,8,1200
Pará,Masculino,57,12,2800
Pará,Feminino,29,12,788
Pará,Masculino,51,1,788
Pará,Feminino,39,9,360
Pará,Masculino,80,3,788
Pará,Masculino,73,5,0
Pará,Masculino,32,4,900
Pará,Feminino,82,1,0
Pará,Masculino,26,12,1800
Pará,Masculino,52,5,3000
Pará,Masculino,58,9,1200
Pará,Masculino,41,5,700
Pará,Masculino,36,3,0
Pará,Masculino,55,6,600
Pará,Masculino,29,4,400
Pará,Masculino,47,1,400
Pará,Masculino,47,4,300
Pará,Masculino,28,6,0
Pará,Masculino,25,9,0
Pará,Feminino,48,2,150
Pará,Feminino,37,16,1200
Pará,Masculino,40,1,0
Pará,Masculino,45,5,788
Pará,Masculino,48,2,700
Pará,Masculino,53,1,0
Pará,Masculino,57,5,0
Pará,Masculino,49,2,0
Pará,Masculino,62,8,1770
Pará,Masculino,37,1,788
Pará,Masculino,61,3,788
Pará,Feminino,49,16,2500
Pará,Feminino,50,14,900
Pará,Masculino,37,6,650
Pará,Masculino,36,12,2350
Pará,Masculino,52,12,1200
Pará,Feminino,51,1,1400
Pará,Masculino,55,3,500
Pará,Masculino,60,9,300
Pará,Feminino,43,5,875
Pará,Feminino,38,16,3000
Pará,Masculino,35,8,1200
Pará,Masculino,45,7,788
Pará,Feminino,39,12,1200
Pará,Masculino,39,16,3500
Pará,Masculino,42,4,700
Pará,Masculino,47,1,500
Pará,Masculino,54,1,2000
Pará,Masculino,37,1,1800
Pará,Masculino,34,12,1100
Pará,Masculino,39,1,650
Pará,Feminino,44,12,0
Pará,Masculino,52,1,400
Pará,Masculino,59,5,500
Pará,Masculino,29,4,788
Pará,Masculino,44,6,800
Pará,Masculino,27,9,600
Pará,Feminino,57,2,0
Pará,Masculino,39,12,4000
Pará,Masculino,62,2,1000
Pará,Feminino,45,16,1300
Pará,Feminino,45,13,3000
Pará,Feminino,62,3,700
Pará,Feminino,48,15,2500
Pará,Masculino,78,1,580
Pará,Masculino,40,2,500
Pará,Masculino,25,12,1200
Pará,Masculino,52,1,600
Pará,Masculino,35,9,800
Pará,Masculino,43,4,788
Pará,Masculino,66,9,200
Pará,Feminino,67,1,0
Pará,Masculino,66,1,0
Pará,Masculino,18,4,800
Pará,Masculino,66,5,1200
Pará,Masculino,39,4,1200
Pará,Masculino,25,9,800
Pará,Feminino,47,3,0
Pará,Feminino,62,2,300
Pará,Feminino,51,1,800
Pará,Masculino,48,1,1500
Pará,Feminino,25,16,788
Pará,Masculino,48,4,700
Pará,Masculino,47,9,1200
Pará,Masculino,68,8,1500
Pará,Masculino,49,1,1000
Pará,Masculino,78,1,0
Pará,Feminino,48,12,1800
Pará,Masculino,56,1,0
Pará,Feminino,44,9,0
Pará,Masculino,38,1,300
Pará,Masculino,44,12,600
Pará,Masculino,41,12,1600
Pará,Masculino,29,15,1200
Pará,Feminino,37,5,640
Pará,Feminino,39,12,1100
Pará,Masculino,50,4,1100
Pará,Masculino,73,4,120
Pará,Masculino,64,12,4000
Pará,Masculino,53,12,5000
Pará,Masculino,61,1,400
Pará,Masculino,45,10,1600
Pará,Feminino,54,9,140
Pará,Masculino,34,3,2000
Pará,Masculino,34,12,3200
Pará,Masculino,56,4,0
Pará,Masculino,40,2,788
Pará,Masculino,21,12,950
Pará,Feminino,48,6,200
Pará,Feminino,51,5,600
Pará,Masculino,24,7,1000
Pará,Feminino,32,6,500
Pará,Masculino,37,12,2250
Pará,Feminino,43,9,950
Pará,Masculino,44,16,4000
Pará,Masculino,61,9,800
Pará,Masculino,45,4,1200
Pará,Masculino,18,1,788
Pará,Feminino,33,6,788
Pará,Masculino,24,11,1600
Pará,Masculino,46,6,4000
Pará,Feminino,35,8,700
Pará,Feminino,52,12,1400
Pará,Masculino,52,11,1500
Pará,Masculino,25,5,1200
Pará,Feminino,56,1,300
Pará,Masculino,25,5,650
Pará,Masculino,39,16,1700
Pará,Masculino,24,12,450
Pará,Masculino,37,12,700
Pará,Masculino,46,1,300
Pará,Masculino,30,9,800
Pará,Feminino,29,14,1000
Pará,Masculino,22,6,800
Pará,Masculino,34,12,2000
Pará,Masculino,44,5,1500
Pará,Feminino,25,1,400
Pará,Masculino,55,6,1500
Pará,Feminino,39,4,0
Pará,Feminino,50,12,788
Pará,Feminino,26,12,500
Pará,Masculino,38,12,4000
Pará,Feminino,46,16,3500
Pará,Masculino,40,1,1500
Pará,Masculino,28,4,1000
Pará,Masculino,53,1,700
Pará,Masculino,42,3,1000
Pará,Masculino,31,6,1500
Pará,Masculino,48,12,788
Pará,Feminino,42,12,788
Pará,Masculino,49,7,2000
Pará,Masculino,35,7,1000
Pará,Masculino,54,12,1700
Pará,Masculino,60,7,788
Pará,Masculino,36,12,2300
Pará,Masculino,49,5,2800
Pará,Feminino,40,7,500
Pará,Masculino,23,12,200
Pará,Feminino,33,6,0
Pará,Feminino,31,12,888
Pará,Masculino,78,1,1500
Pará,Masculino,45,1,500
Pará,Masculino,47,12,1000
Pará,Masculino,35,6,600
Pará,Masculino,41,7,1000
Pará,Feminino,20,6,300
Pará,Masculino,37,4,336
Pará,Feminino,35,6,840
Pará,Masculino,50,4,200
Pará,Feminino,53,4,0
Pará,Masculino,29,7,600
Pará,Feminino,54,12,100
Pará,Feminino,67,6,150
Pará,Masculino,58,12,300
Pará,Masculino,54,1,788
Pará,Feminino,52,12,100
Pará,Masculino,28,10,1500
Pará,Feminino,30,11,800
Pará,Masculino,29,4,60
Pará,Masculino,45,1,788
Pará,Feminino,35,6,450
Pará,Masculino,54,1,300
Pará,Masculino,34,6,600
Pará,Masculino,41,16,650
Pará,Masculino,27,12,750
Pará,Masculino,39,12,2000
Pará,Masculino,26,12,2500
Pará,Masculino,47,4,788
Pará,Feminino,48,9,400
Pará,Masculino,31,12,600
Pará,Masculino,34,3,788
Pará,Feminino,60,12,788
Pará,Masculino,28,4,400
Pará,Masculino,44,8,800
Pará,Masculino,24,11,5000
Pará,Masculino,67,3,600
Pará,Masculino,53,1,2000
Pará,Masculino,49,6,1000
Pará,Masculino,57,9,1400
Pará,Masculino,47,5,700
Pará,Masculino,47,1,788
Pará,Feminino,44,9,788
Pará,Masculino,42,12,788
Pará,Masculino,30,12,1400
Pará,Masculino,23,8,1000
Pará,Masculino,51,5,1500
